AT1G65300.SNP2371,0,0,6,811,1110,1005,844,1381,1161,0,16,6,1,0,0,331,311,265,365,445,319,1,0,0
AT1G65300.SNP2372,0,0,4,597,750,782,481,823,654,0,0,7,1,1,1,2443,2739,2368,1789,2431,2154,1,1,1
AT1G65300.SNP2373,0,0,4,615,781,887,482,817,645,0,0,7,1,0,0,348,217,228,270,286,251,1,0,0
AT1G65300.SNP2374,0,0,4,644,885,940,447,808,633,0,0,8,1,0,0,424,247,265,292,294,256,1,0,0
AT1G65300.SNP2375,0,0,4,822,924,965,459,795,630,0,0,8,0,0,0,492,266,280,291,291,262,0,0,0
AT1G65300.SNP2376,5,6,0,2010,2506,2068,950,1103,1065,4,0,0,0,0,0,584,782,707,404,331,428,0,0,0
AT1G65300.SNP2377,5,6,0,2427,2964,2399,2019,2633,2286,5,5,0,0,0,0,656,983,790,666,694,751,0,0,0
AT1G65300.SNP2378,5,6,0,2451,3077,2584,2189,2920,2652,5,5,0,0,0,0,677,1025,791,733,849,791,0,0,0
AT1G65330.SNP2379,0,0,3,426,565,472,485,591,476,0,0,3,0,3,0,1477,2249,1796,1205,2320,1621,0,3,0
AT2G17690.SNP3485,190,224,286,5317,6949,5514,5059,6450,4935,170,137,244,0,5,12,17,26,24,19,12,21,0,4,0
AT2G17690.SNP3486,236,320,375,6727,8489,7106,7297,9470,7468,182,250,305,0,0,19,37,24,27,22,29,32,0,4,7
AT2G17690.SNP3487,414,412,328,3670,4909,4111,4313,6077,4740,458,402,293,17,15,12,35,10,8,35,3,13,11,11,24
AT2G32990.SNP3814,0,0,2,802,959,787,641,716,521,0,0,2,0,0,0,4,6,13,3,4,4,0,0,0
AT2G32990.SNP3815,0,6,0,1379,1178,1034,1228,1244,934,0,5,3,0,0,0,5,10,10,6,5,6,0,0,0
AT2G35670.SNP3891,9,2,0,523,430,424,446,391,400,9,1,1,9,0,0,541,449,431,455,398,406,9,2,1
AT2G35670.SNP3892,9,2,0,534,432,428,446,392,401,9,1,1,9,0,0,541,449,431,455,398,406,9,2,1
AT2G35670.SNP3893,9,0,0,533,435,427,447,397,404,9,2,1,9,0,0,541,449,431,455,398,406,9,2,1
AT2G35670.SNP3894,0,0,0,357,449,346,365,435,302,0,0,0,0,0,0,9,15,7,2,20,13,0,0,0
AT2G35670.SNP3895,0,4,0,1607,1628,1416,1286,1554,1077,0,4,0,0,0,0,26,27,7,22,26,13,0,0,0
AT2G35670.SNP3896,0,0,0,628,689,495,695,812,664,0,0,0,0,0,0,11,54,25,11,81,27,0,0,0
AT2G35670.SNP3897,284,245,265,103,192,138,142,253,172,233,203,224,0,4,3,5,5,1,5,5,1,0,4,3
AT3G19350.SNP4506,17,17,4,7483,8416,7940,8717,10715,8849,17,17,4,0,1,0,493,514,434,542,604,410,0,1,0
AT3G19350.SNP4507,11,6,0,6419,7053,6893,7142,8452,7393,11,5,0,0,1,0,462,444,359,531,572,351,0,1,0
AT3G19350.SNP4508,2,0,1,580,397,588,2191,2626,2401,0,0,0,2,0,1,573,387,568,2164,2565,2350,0,0,0
AT3G19350.SNP4509,0,0,0,35,8,61,977,1297,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19350.SNP4510,0,0,0,35,8,61,977,1297,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19350.SNP4511,0,0,0,35,8,61,977,1297,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19350.SNP4512,0,0,0,35,8,61,977,1297,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19350.SNP4513,0,0,0,35,8,61,977,1297,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19350.SNP4514,0,0,0,35,8,61,977,1297,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19350.SNP4515,0,0,0,35,8,61,977,1297,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19350.SNP4516,0,0,0,35,8,61,977,1297,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19350.SNP4517,0,0,0,35,8,61,977,1297,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G10640.SNP6279,1,20,6,1837,2715,2097,1915,2657,2164,1,20,6,0,0,0,117,101,97,94,68,110,0,0,0
AT4G10640.SNP6280,1,13,13,1796,2539,2066,2030,2838,2196,1,14,12,0,0,0,113,90,102,77,61,101,0,0,0
AT4G10640.SNP6281,0,11,13,1600,2195,1784,1602,2339,1735,0,12,9,0,0,0,82,80,111,64,61,74,0,0,0
AT4G10640.SNP6282,0,12,13,1720,2367,1820,1928,2864,2046,0,13,13,0,0,0,67,95,125,93,86,83,0,0,0
AT4G10640.SNP6283,0,12,13,1830,2469,1990,2079,3037,2267,0,13,13,0,0,0,64,94,125,98,92,105,0,0,0
AT4G10640.SNP6284,0,1,4,1247,1680,1509,1497,2562,1906,0,1,3,0,0,0,39,73,149,89,89,153,0,0,0
AT4G10640.SNP6285,0,1,4,864,1162,1186,1065,1948,1452,0,1,4,0,0,0,32,39,103,58,81,147,0,0,0
AT4G10640.SNP6286,10,1,0,703,1284,1111,793,1576,1159,10,1,0,0,0,0,12,36,97,12,61,149,0,0,0
AT4G10640.SNP6287,7,1,6,1171,1508,1364,1093,1632,1333,9,1,6,0,0,0,87,65,55,63,72,108,0,0,0
AT4G10640.SNP6288,7,2,10,2223,2217,2055,2057,2262,1997,7,2,9,0,0,0,157,90,81,123,108,98,0,0,0
AT4G10640.SNP6289,7,4,18,1964,2065,1797,1971,2242,1849,7,3,17,0,0,0,117,95,62,145,98,75,0,0,0
AT4G10640.SNP6290,11,2,19,2006,2078,1806,2150,2342,1973,12,2,19,0,0,0,133,72,61,157,97,71,0,0,0
AT4G10640.SNP6291,14,2,20,1729,1771,1663,2002,2059,1786,14,2,19,0,0,0,124,54,53,136,86,64,0,0,0
AT4G10640.SNP6292,26,2,20,1526,1542,1585,1738,2007,1737,25,2,20,0,0,0,127,62,57,150,75,57,0,0,0
AT4G10640.SNP6293,1,6,0,848,1058,804,1031,1318,930,1,5,0,0,0,0,19,47,31,19,36,21,0,0,0
AT4G10640.SNP6294,1,6,2,777,891,692,790,1033,757,1,6,2,0,0,0,19,42,26,31,33,25,0,0,0
AT4G10640.SNP6295,1,6,2,768,844,725,774,1013,730,1,6,2,0,0,0,12,48,22,27,24,24,0,0,0
AT4G10640.SNP6296,1,5,2,770,837,717,776,1018,742,1,6,2,0,0,0,12,47,21,34,28,24,0,0,0
AT4G10640.SNP6297,25,58,11,1229,1180,1057,1405,1503,1124,25,43,13,0,0,0,90,66,29,82,67,35,0,0,0
AT4G10640.SNP6298,30,31,21,336,319,379,497,570,498,27,22,30,0,1,0,11,9,3,9,11,8,0,0,0
AT4G13460.SNP6398,0,0,0,839,1159,1138,588,695,695,0,0,0,0,0,0,429,540,329,214,262,189,0,0,0
AT4G13460.SNP6399,0,0,0,854,1169,1142,604,712,700,0,0,0,0,0,0,429,540,329,214,262,189,0,0,0
AT4G13460.SNP6400,0,0,0,852,1171,1147,604,712,701,0,0,0,0,0,0,429,540,329,214,262,189,0,0,0
AT4G13460.SNP6401,0,0,0,856,1168,1154,607,711,704,0,0,0,0,0,0,429,540,329,214,262,189,0,0,0
AT4G13460.SNP6402,0,0,0,856,1168,1155,607,711,704,0,0,0,0,0,0,429,540,329,214,262,189,0,0,0
AT4G13460.SNP6403,0,0,0,854,1168,1150,629,731,749,0,0,0,0,0,0,429,540,329,214,262,189,0,0,0
AT4G13460.SNP6404,0,0,0,905,1232,1213,628,734,751,0,0,0,0,0,0,429,540,329,214,262,189,0,0,0
AT4G13460.SNP6405,0,0,0,943,1262,1210,633,741,751,0,0,0,0,0,0,429,540,329,214,262,189,0,0,0
AT4G13460.SNP6406,0,0,0,961,1265,1209,633,747,752,0,0,0,0,0,0,429,540,329,214,262,189,0,0,0
AT4G13460.SNP6407,0,0,0,6125,7494,6834,4297,5506,4901,0,0,0,0,0,0,450,496,486,254,297,295,0,0,0
AT4G13460.SNP6408,0,0,0,7161,8642,7725,5283,6643,6040,0,0,0,0,0,0,642,601,566,346,360,357,0,0,0
AT4G13460.SNP6409,0,16,9,8372,10594,9381,8446,10105,9219,0,16,2,0,0,0,775,798,571,692,714,581,0,0,0
AT4G13460.SNP6410,3,32,26,8392,10621,8850,10440,12658,10440,3,22,14,0,2,1,712,816,518,839,950,698,0,2,1
AT4G13460.SNP6411,3,28,28,7769,9985,8115,9778,11880,9602,3,17,17,0,2,1,665,742,529,809,884,666,0,2,1
AT4G13460.SNP6412,3,10,19,6128,7694,6459,6075,8300,6819,3,20,18,6,1,4,546,667,415,534,759,451,6,1,5
AT4G13460.SNP6413,16,14,23,6521,7545,6665,5492,7637,5896,16,23,23,1,1,5,622,646,484,519,737,390,1,1,3
AT4G13460.SNP6414,8,2,6,7766,8118,7890,7486,7778,7784,7,2,6,0,0,0,558,499,365,613,503,414,0,0,0
AT4G13460.SNP6415,0,2,6,7304,7634,7295,7540,7838,7691,7,2,6,0,0,0,513,496,336,561,491,422,0,0,0
AT4G13460.SNP6416,0,2,6,7264,7514,6992,7431,7478,7416,8,2,6,0,0,0,463,505,327,533,483,422,0,0,0
AT4G13460.SNP6417,0,2,6,7596,8035,7524,8418,8921,8769,8,2,6,0,0,0,456,503,372,540,567,489,0,0,0
AT4G13460.SNP6418,0,2,6,7843,8108,7775,8529,8789,8657,7,2,6,0,0,0,521,528,370,435,570,457,0,0,0
AT4G13460.SNP6419,0,2,0,8374,8697,8086,8619,9242,8811,7,2,0,0,0,0,543,589,354,484,624,471,0,0,0
AT4G13460.SNP6420,0,0,0,3010,3345,2923,3865,4511,3813,0,3,1,0,0,0,299,283,270,381,362,303,0,0,0
AT4G13460.SNP6421,1,4,0,3400,4090,4052,3543,4346,4062,1,4,0,0,0,0,263,242,231,283,376,221,0,0,0
AT4G25530.SNP6858,0,9,23,5079,7638,5762,5145,7645,5689,0,8,21,0,0,0,71,39,29,80,46,29,0,0,0
AT4G25530.SNP6859,0,2,0,3627,4636,3650,4219,5704,4520,0,2,0,0,0,0,10,19,10,41,16,23,0,0,0
AT5G26630.SNP8040,5,1,17,758,1028,776,803,1071,761,5,1,11,1,9,1,534,714,343,627,864,406,1,9,1
AT5G26630.SNP8041,6,10,0,536,624,432,799,838,629,6,10,0,0,0,0,100,213,164,213,328,195,0,0,0
AT5G26630.SNP8042,0,11,0,299,323,263,534,709,520,0,10,0,0,0,0,74,102,83,170,286,162,0,0,0
AT5G26650.SNP8043,0,0,1,745,1127,989,692,1060,953,0,0,1,0,0,0,3,34,4,3,17,3,0,0,0
AT5G26650.SNP8044,0,0,1,821,1192,1021,807,1156,1021,0,0,1,0,0,0,3,31,4,4,15,3,0,0,0
AT5G26650.SNP8045,0,0,1,900,1257,1060,849,1199,1035,0,0,1,0,0,0,3,32,4,4,15,3,0,0,0
AT5G26650.SNP8046,1,0,0,333,425,445,460,798,589,1,0,0,0,0,0,0,9,0,0,10,1,0,0,0
AT5G60440.SNP9531,0,7,2,705,1054,857,589,909,790,0,8,2,0,3,0,171,487,340,203,556,349,0,2,0
AT5G60440.SNP9532,2,0,0,1806,1750,1608,1345,1487,1297,2,0,0,0,4,0,622,695,633,492,554,535,0,4,0
AT5G60440.SNP9533,2,0,0,1938,1828,1687,1424,1510,1350,2,0,0,0,4,0,695,718,646,515,558,544,0,4,0
AT5G60440.SNP9534,2,1,0,1965,2055,1703,1653,1910,1624,2,1,0,0,4,0,831,808,753,606,687,691,0,4,0
AT5G60440.SNP9535,2,1,0,1949,2059,1712,1654,1909,1632,2,1,0,0,4,0,831,808,753,606,687,691,0,4,0
AT5G60440.SNP9536,2,1,0,2004,2148,1761,1728,1929,1669,2,1,0,0,4,0,831,808,753,606,687,691,0,4,0
