AT1G65300.SNP2375,0,0,0,413,380,280,266,264,244,0,0,0,0,0,0,785,670,645,616,602,444,0,0,0
AT1G65300.SNP2376,0,1,3,1050,934,692,510,518,382,0,1,3,0,0,0,1554,1604,1265,769,977,518,0,0,0
AT1G65300.SNP2377,0,1,9,1223,1158,906,1139,929,940,0,1,9,0,0,0,1862,1830,1462,1528,1652,1273,0,0,0
AT1G65300.SNP2378,0,1,9,1249,1185,949,1253,1128,1016,0,1,10,0,0,0,1921,2024,1517,1778,1893,1481,0,0,0
AT1G65330.SNP2379,0,0,0,1532,1702,1430,1496,1535,1469,0,0,0,5,10,4,257,278,169,335,227,178,5,0,4
AT2G17690.SNP3485,8,6,12,8,26,47,12,16,50,8,6,11,231,306,361,3847,4359,3420,3471,3905,3196,224,332,336
AT2G17690.SNP3486,15,3,18,21,32,27,14,17,59,14,3,27,229,184,304,4524,5149,3869,4557,5103,4182,194,300,359
AT2G17690.SNP3487,9,25,17,10,15,16,11,24,17,5,26,10,359,319,435,3026,3203,2157,3528,3890,2724,383,322,422
AT2G32990.SNP3814,0,0,0,13,1,7,12,1,7,0,0,0,0,0,5,1748,2717,1780,1153,1807,1193,0,0,2
AT2G32990.SNP3815,2,0,0,16,11,8,16,8,8,2,0,0,14,8,5,3010,4371,3200,2732,3953,2765,14,0,5
AT2G35670.SNP3891,1,0,0,768,752,611,669,608,489,1,0,2,1,0,0,784,780,607,674,643,496,1,0,2
AT2G35670.SNP3892,1,0,0,768,752,615,666,608,490,1,0,2,1,0,0,784,780,607,674,643,496,1,0,2
AT2G35670.SNP3893,1,0,0,770,751,594,669,614,490,1,0,2,1,0,0,784,780,607,674,643,496,1,0,2
AT2G35670.SNP3894,0,0,0,11,4,15,10,4,15,0,0,0,0,0,0,517,576,571,553,585,480,0,0,0
AT2G35670.SNP3895,0,0,0,2186,2368,2045,1684,1873,2007,0,0,0,1,3,0,596,872,653,701,815,778,1,3,0
AT2G35670.SNP3896,0,0,0,7,1,3,7,1,2,0,0,0,0,0,0,705,723,740,772,730,843,0,0,0
AT2G35670.SNP3897,6,12,5,3,0,0,3,0,0,4,12,0,197,229,296,143,179,101,168,259,151,175,203,271
AT3G19350.SNP4506,0,0,3,406,617,417,431,672,515,0,0,3,1,0,0,4473,5994,5013,4658,6590,5562,7,0,1
AT3G19350.SNP4507,0,0,4,350,542,348,379,576,441,0,0,3,0,0,0,4066,5538,4427,4543,6132,5303,0,0,0
AT3G19350.SNP4508,0,0,1,301,357,178,1660,2092,1906,0,1,1,0,0,1,299,353,177,1656,2081,1895,0,1,1
AT3G19350.SNP4509,0,0,0,37,34,7,666,847,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19350.SNP4510,0,0,0,37,34,7,666,847,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19350.SNP4511,0,0,0,37,34,7,666,847,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19350.SNP4512,0,0,0,37,34,7,666,847,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19350.SNP4513,0,0,0,37,34,7,666,847,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19350.SNP4514,0,0,0,37,34,7,666,847,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19350.SNP4515,0,0,0,37,34,7,666,847,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19350.SNP4516,0,0,0,37,34,7,666,847,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19350.SNP4517,0,0,0,37,34,7,666,847,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT4G10640.SNP6279,0,3,0,76,127,71,74,69,66,0,3,0,4,1,13,2118,2499,1832,2340,2542,2033,3,2,12
AT4G10640.SNP6280,0,3,0,82,106,70,94,73,73,0,2,0,7,2,13,1929,2442,1587,1950,2322,1815,6,2,13
AT4G10640.SNP6281,0,0,0,65,73,72,58,45,64,0,0,0,2,1,9,1672,2148,1459,1555,1794,1550,2,1,10
AT4G10640.SNP6282,0,0,0,76,76,69,71,68,76,0,0,0,8,1,10,1719,2230,1544,1772,2159,1737,8,1,10
AT4G10640.SNP6283,0,0,0,90,71,65,76,97,78,0,0,0,8,1,9,1790,2358,1652,1918,2449,1904,8,1,9
AT4G10640.SNP6284,0,0,0,98,44,35,97,108,66,0,0,0,6,0,0,1735,2323,1446,2042,2524,1880,5,0,0
AT4G10640.SNP6285,0,0,0,70,69,25,82,99,60,0,0,0,3,0,0,1512,1728,1181,1714,2173,1602,3,0,0
AT4G10640.SNP6286,0,0,0,70,63,19,60,88,46,0,0,0,10,17,3,1484,1659,1156,1480,1792,1390,9,1,3
AT4G10640.SNP6287,0,0,0,72,65,37,86,60,44,0,0,0,9,19,7,1793,2078,1824,1667,2064,1747,9,3,8
AT4G10640.SNP6288,0,0,0,125,71,95,131,81,83,0,0,0,4,9,11,2657,2890,2473,2712,2990,2702,2,24,5
AT4G10640.SNP6289,0,0,0,93,60,86,108,80,105,0,0,0,4,9,12,2551,2626,2227,2878,3036,2724,2,24,6
AT4G10640.SNP6290,0,0,0,98,72,83,97,95,110,0,0,0,4,8,12,2341,2530,1976,2721,2969,2475,2,23,6
AT4G10640.SNP6291,0,0,0,105,60,70,88,68,101,0,0,0,4,8,11,1750,2024,1401,2091,2521,1896,2,20,5
AT4G10640.SNP6292,0,0,0,86,66,61,67,62,110,0,0,0,2,8,11,1595,1691,1166,1733,2130,1583,2,19,5
AT4G10640.SNP6293,0,0,0,23,21,44,42,23,38,0,0,0,1,0,1,825,792,709,721,730,638,1,0,6
AT4G10640.SNP6294,0,0,0,21,20,34,37,19,37,0,0,0,0,0,1,824,788,717,791,794,673,1,0,1
AT4G10640.SNP6295,0,0,0,27,18,33,36,18,28,0,0,0,0,0,1,785,800,732,786,769,680,1,0,1
AT4G10640.SNP6296,0,0,0,28,16,28,38,16,23,0,0,0,1,0,1,800,851,797,799,790,710,1,0,1
AT4G10640.SNP6297,1,0,7,67,45,38,70,77,65,1,0,5,21,35,27,1645,1884,1394,1843,2014,1623,26,31,23
AT4G10640.SNP6298,0,7,6,14,4,2,27,12,13,0,7,1,18,22,3,366,414,280,596,661,525,13,24,7
AT4G13460.SNP6398,0,0,0,121,125,111,81,77,75,0,0,0,1,0,0,628,818,849,329,431,359,1,0,0
AT4G13460.SNP6399,0,0,0,122,125,110,81,77,76,0,0,0,1,0,0,628,818,849,329,431,359,1,0,0
AT4G13460.SNP6400,0,0,0,121,125,109,81,77,76,0,0,0,1,0,0,628,818,849,329,431,359,1,0,0
AT4G13460.SNP6401,0,0,0,121,124,108,81,77,76,0,0,0,1,0,0,628,818,849,329,431,359,1,0,0
AT4G13460.SNP6402,0,0,0,121,124,109,81,77,76,0,0,0,1,0,0,628,818,849,329,431,359,1,0,0
AT4G13460.SNP6403,0,0,0,120,124,109,81,77,76,0,0,0,1,0,0,628,818,849,329,431,359,1,0,0
AT4G13460.SNP6404,0,0,0,124,125,110,81,77,76,0,0,0,1,0,0,628,818,849,329,431,359,1,0,0
AT4G13460.SNP6405,0,0,0,124,125,110,81,77,76,0,0,0,1,0,0,628,818,849,329,431,359,1,0,0
AT4G13460.SNP6406,0,0,0,124,125,110,81,77,76,0,0,0,1,0,0,628,818,849,329,431,359,1,0,0
AT4G13460.SNP6407,0,0,0,701,631,522,434,407,389,0,0,0,0,0,0,6103,6808,5966,3844,4101,3527,0,0,0
AT4G13460.SNP6408,0,0,0,885,732,642,552,544,462,0,0,0,0,0,0,7285,8300,6951,5164,5578,4498,0,0,0
AT4G13460.SNP6409,0,0,0,1059,891,759,1037,780,808,0,0,0,8,0,20,8574,9989,8149,8456,9443,8305,8,0,8
AT4G13460.SNP6410,0,0,0,910,901,795,1159,1081,916,0,0,0,48,10,23,8735,9694,8363,10109,11101,10106,33,0,21
AT4G13460.SNP6411,0,0,0,865,835,745,1106,952,793,0,0,0,58,10,27,8268,9265,7893,9640,10506,9520,32,8,25
AT4G13460.SNP6412,0,0,0,695,655,588,699,703,598,0,0,0,8,3,24,6986,8011,6204,7153,8134,6761,10,3,23
AT4G13460.SNP6413,0,0,0,648,618,562,594,587,550,0,0,0,0,3,25,7421,8423,6464,6484,7198,6213,0,3,19
AT4G13460.SNP6414,0,0,0,725,847,615,655,844,565,0,0,0,0,7,7,6154,6375,5607,6187,6123,5411,0,7,0
AT4G13460.SNP6415,0,0,0,712,799,589,674,815,627,0,0,0,0,7,7,5645,5974,5243,6331,6216,5494,0,7,0
AT4G13460.SNP6416,0,0,0,703,760,606,675,785,666,0,0,0,0,7,7,5514,5916,5091,6083,6128,5361,0,7,7
AT4G13460.SNP6417,0,0,0,732,765,645,884,985,726,0,0,0,1,7,6,5704,6129,5323,7108,7332,6549,1,7,6
AT4G13460.SNP6418,0,0,0,725,732,633,881,939,688,0,0,0,1,7,6,6042,6485,5687,6593,6881,6259,1,7,6
AT4G13460.SNP6419,0,0,0,745,763,669,906,925,701,0,0,0,1,7,7,6556,6978,5999,6994,7117,6496,1,7,7
AT4G13460.SNP6420,0,0,0,308,354,214,403,408,336,0,0,0,0,1,0,3643,4201,2944,4600,5628,4267,3,1,0
AT4G13460.SNP6421,0,0,0,335,339,285,367,300,276,0,0,0,0,0,0,4025,4192,3162,3948,4356,3228,0,0,0
AT4G25530.SNP6858,0,0,0,27,14,30,29,18,49,0,0,0,2,10,25,5767,6503,6173,5720,6313,6186,2,9,22
AT4G25530.SNP6859,0,0,0,19,11,26,17,18,32,0,0,0,0,0,0,3460,4088,3535,4243,4982,4932,0,0,0
AT5G26630.SNP8040,8,5,5,446,429,463,487,421,495,3,5,5,13,1,14,582,654,482,637,680,567,23,1,13
AT5G26630.SNP8041,0,0,0,299,203,187,414,367,283,0,0,0,0,0,0,142,221,142,242,374,168,0,0,0
AT5G26630.SNP8042,0,0,0,149,101,108,232,251,215,0,0,0,0,0,0,63,140,73,135,272,122,0,0,0
AT5G26650.SNP8043,0,0,0,16,0,9,5,5,10,0,0,0,0,0,0,1012,886,791,988,780,868,0,0,0
AT5G26650.SNP8044,0,0,0,19,0,9,8,5,10,0,0,0,0,0,0,1022,926,853,1008,814,941,0,0,0
AT5G26650.SNP8045,0,0,0,18,0,9,8,5,10,0,0,0,0,0,0,1027,970,905,1027,835,971,0,0,0
AT5G26650.SNP8046,0,0,0,1,4,21,1,3,24,0,0,0,0,0,0,543,608,515,1088,969,1116,0,0,0
AT5G60440.SNP9531,0,0,0,284,262,194,242,251,181,0,0,0,2,0,0,499,486,485,480,507,501,2,0,0
AT5G60440.SNP9532,0,0,0,567,600,479,468,421,395,0,0,0,0,0,0,1018,1062,975,670,912,730,0,0,0
AT5G60440.SNP9533,0,0,0,622,634,519,503,427,433,0,0,0,0,0,0,1032,1078,1025,682,924,738,0,0,0
AT5G60440.SNP9534,0,0,0,695,699,587,618,556,515,0,0,0,0,0,0,1176,1125,1186,1000,1099,1053,0,0,0
AT5G60440.SNP9535,0,0,0,691,701,587,618,556,516,0,0,0,0,0,0,1176,1125,1186,1000,1099,1053,0,0,0
AT5G60440.SNP9536,0,0,0,743,725,598,642,576,508,0,0,0,0,0,0,1176,1125,1186,1000,1099,1053,0,0,0
